avg_energy_usage,avg_water_usage,avg_transport_distance,avg_recycling_percentage,avg_efficiency,total_energy_usage,total_water_usage,product_lifetime,reuse_percentage,recycle_percentage,landfill_percentage,metal_type,production_route,region,sustainability_score,circularity_index,co2_emissions
15.07,7.45,61.1,24.3,85.7,11024.65,6074.73,3,41.6,18.4,40.0,Zinc,Secondary,Oceania,5.57,0.6,2183.08
18.15,13.1,576.2,84.2,71.0,14057.55,2666.31,10,15.9,23.9,60.2,Titanium,Primary,North America,4.12,0.4,2172.9
17.97,8.65,891.6,20.9,81.9,4337.75,2838.88,11,31.6,21.6,46.8,Lead,Primary,Asia,5.12,0.53,705.57
16.04,6.33,1238.0,7.3,62.5,4370.65,4402.72,19,49.2,36.3,14.5,Zinc,Secondary,Europe,6.15,0.86,862.86
13.56,14.68,1701.4,70.3,67.3,7392.97,5133.81,14,43.8,29.8,26.4,Aluminum,Primary,Asia,5.7,0.74,377.4
3.51,2.55,400.5,40.3,75.5,749.37,2047.34,21,8.0,14.8,77.2,Steel,Primary,Africa,3.4,0.23,108.74
4.91,6.92,259.8,92.0,95.6,1670.19,1203.6,28,27.4,2.6,70.0,Steel,Primary,Oceania,4.37,0.3,268.64
18.17,1.59,1927.3,65.0,74.3,6457.42,1231.54,11,17.4,38.4,44.2,Iron Ore,Secondary,North America,5.02,0.56,1211.89
12.92,11.36,225.0,9.0,85.2,2605.3,1305.65,28,21.7,17.6,60.7,Titanium,Secondary,North America,4.52,0.39,475.67
2.17,13.85,962.2,94.8,69.7,531.48,858.19,21,16.8,44.5,38.7,Copper,Primary,Oceania,5.16,0.61,93.7
3.83,4.92,1175.3,25.9,64.8,3060.65,4444.3,4,16.8,19.8,63.4,Zinc,Primary,Oceania,3.77,0.37,587.24
13.94,13.02,1087.3,33.7,62.2,2911.17,7841.58,24,27.1,35.9,37.0,Copper,Secondary,South America,5.02,0.63,380.22
2.09,5.09,181.2,40.2,71.6,161.0,1955.76,22,9.6,47.0,43.4,Aluminum,Secondary,Europe,4.98,0.57,8.22
4.89,13.75,123.5,5.1,66.0,3168.17,3725.77,6,26.9,32.6,40.5,Titanium,Secondary,Oceania,4.96,0.6,163.66
11.88,11.56,219.9,49.7,66.6,11608.95,7352.64,17,13.9,20.7,65.4,Steel,Secondary,Oceania,3.73,0.35,1528.85
14.45,12.27,1175.3,12.3,88.9,5269.24,6546.68,22,14.4,28.4,57.2,Copper,Primary,South America,4.81,0.43,607.5
13.74,1.25,1093.2,40.1,60.6,2235.81,1240.02,19,36.9,27.2,35.9,Aluminum,Secondary,Oceania,5.02,0.64,263.13
6.04,14.48,475.1,35.1,81.2,3574.88,14249.12,13,1.5,29.2,69.3,Titanium,Primary,Asia,3.97,0.31,393.45
14.82,11.17,1279.2,77.3,74.4,13501.56,7297.06,22,19.0,7.3,73.7,Aluminum,Secondary,Africa,3.55,0.26,2533.69
6.27,5.27,1641.9,80.3,79.2,4983.76,2480.73,10,20.4,34.9,44.7,Zinc,Primary,Africa,5.14,0.55,517.69
7.86,12.61,92.7,15.3,81.4,5041.33,6514.12,29,24.3,7.3,68.4,Copper,Secondary,Africa,4.02,0.32,899.54
15.44,4.94,1001.3,36.7,71.9,5393.25,3449.87,11,33.5,0.7,65.8,Iron Ore,Secondary,Oceania,3.87,0.34,1000.07
13.69,13.22,1381.7,37.3,71.2,7731.92,1936.67,29,18.5,31.2,50.3,Iron Ore,Secondary,Africa,4.62,0.5,965.91
17.29,2.58,512.1,15.1,87.9,2363.24,933.79,6,10.7,5.8,83.5,Titanium,Primary,Europe,3.46,0.16,276.6
13.84,10.85,622.5,79.8,93.1,9618.77,1318.37,2,44.2,38.5,17.3,Aluminum,Primary,Asia,6.93,0.83,1578.95
12.23,8.57,1231.1,70.7,67.3,9036.03,1025.77,1,49.1,43.3,7.6,Steel,Primary,Africa,6.64,0.92,1411.39
3.69,2.35,1796.9,19.0,63.7,3567.42,554.71,11,1.0,47.2,51.8,Copper,Primary,North America,4.32,0.48,354.17
8.62,4.39,1621.7,36.7,94.1,2563.39,2243.25,16,27.3,33.2,39.5,Iron Ore,Secondary,Oceania,5.85,0.6,167.6
6.77,1.17,1170.4,10.6,73.3,457.2,930.78,3,17.1,24.1,58.8,Iron Ore,Secondary,Asia,4.26,0.41,41.02
6.39,7.56,1463.1,62.8,81.0,3631.62,3864.83,5,13.8,17.6,68.6,Aluminum,Secondary,Europe,4.0,0.31,252.96
19.51,5.22,736.0,12.1,73.7,14075.51,1924.63,15,16.8,24.5,58.7,Iron Ore,Primary,Africa,4.28,0.41,1326.05
9.08,9.38,1285.5,98.6,64.8,7272.05,1202.85,15,31.9,9.5,58.6,Lead,Secondary,Europe,4.01,0.41,649.2
18.06,5.16,937.7,78.1,82.4,4226.98,2955.55,4,9.5,17.4,73.1,Aluminum,Secondary,Oceania,3.82,0.27,615.69
13.36,5.2,388.0,39.0,80.0,3990.17,1600.07,23,45.6,35.9,18.5,Copper,Secondary,Africa,6.48,0.82,770.8
16.31,11.4,1406.5,57.9,67.7,8757.84,7229.74,4,23.3,10.9,65.8,Aluminum,Primary,North America,3.74,0.34,1338.74
11.05,1.67,1117.4,91.1,77.2,4022.98,1633.81,8,16.3,13.2,70.5,Iron Ore,Primary,Asia,3.79,0.3,760.33
12.38,13.64,723.7,55.4,90.3,10739.48,2124.41,7,38.3,37.5,24.2,Aluminum,Secondary,North America,6.5,0.76,1800.15
10.87,12.93,1823.6,17.4,82.4,5435.78,3252.14,26,0.8,8.9,90.3,Iron Ore,Primary,Africa,2.96,0.1,865.28
5.51,10.35,51.7,37.9,63.7,4460.89,5169.2,25,21.6,12.3,66.1,Zinc,Primary,South America,3.61,0.34,500.11
15.0,9.31,638.4,84.3,80.8,9023.83,9032.4,17,17.8,0.9,81.3,Titanium,Secondary,Asia,3.36,0.19,890.83
7.05,13.49,123.2,64.4,86.7,5530.27,10565.63,15,16.9,36.0,47.1,Iron Ore,Secondary,Europe,5.25,0.53,978.53
2.44,3.59,1535.4,65.1,90.1,893.14,3242.91,5,16.9,30.9,52.2,Lead,Primary,Africa,5.09,0.48,165.95
13.62,2.11,1407.2,86.7,83.9,11438.7,774.43,13,1.6,34.7,63.7,Lead,Primary,North America,4.33,0.36,1347.28
5.19,4.35,669.4,89.4,65.8,1613.28,4317.1,4,7.6,10.7,81.7,Lead,Secondary,Oceania,2.89,0.18,82.86
18.93,12.12,1354.6,92.0,87.0,10767.27,1790.02,22,7.1,34.4,58.5,Lead,Secondary,South America,4.68,0.42,1818.37
19.17,1.49,797.9,9.5,85.7,4855.89,149.48,17,49.4,29.8,20.8,Iron Ore,Secondary,Oceania,6.53,0.79,450.43
18.47,9.16,1514.9,54.4,60.9,9267.33,7903.45,22,1.1,18.3,80.6,Iron Ore,Secondary,Africa,2.8,0.19,477.11
8.66,14.94,913.8,74.1,75.6,3050.63,13907.67,17,8.4,21.9,69.7,Titanium,Secondary,Europe,3.78,0.3,520.89
2.28,12.98,830.4,75.7,72.7,691.68,1766.01,14,48.7,28.4,22.9,Zinc,Secondary,North America,6.04,0.77,88.27
18.71,8.3,1870.1,60.7,85.4,18123.18,1309.38,14,31.4,24.7,43.9,Steel,Secondary,Asia,5.37,0.56,2768.89
9.71,1.89,509.2,16.7,68.2,1962.1,154.06,17,22.5,32.1,45.4,Iron Ore,Primary,South America,4.78,0.55,367.31
19.4,12.64,249.7,79.7,82.5,15480.42,1886.93,8,3.9,9.0,87.1,Steel,Primary,Africa,3.12,0.13,2030.66
19.35,9.39,1173.2,72.0,94.7,19058.91,2337.63,2,33.5,27.0,39.5,Copper,Secondary,Africa,5.87,0.6,2391.5
17.35,2.61,1939.0,8.6,90.3,1195.53,2535.8,26,6.9,22.5,70.6,Zinc,Primary,Africa,4.18,0.29,111.9
7.3,2.31,761.9,46.4,95.0,5212.76,1581.12,13,33.6,23.1,43.3,Aluminum,Primary,Africa,5.68,0.57,499.27
8.93,13.73,133.5,17.4,97.2,2592.08,10841.56,22,49.0,23.5,27.5,Steel,Secondary,North America,6.54,0.72,439.31
17.32,10.37,685.2,33.7,60.4,1532.19,8164.64,16,26.6,44.1,29.3,Lead,Secondary,Asia,5.35,0.71,179.81
7.7,12.61,1016.8,1.8,83.7,3332.14,7040.42,16,10.7,40.9,48.4,Zinc,Secondary,Europe,5.09,0.52,248.34
5.05,13.31,332.2,40.0,75.7,4739.21,10749.35,6,31.3,31.5,37.2,Copper,Primary,South America,5.41,0.63,304.16
12.02,9.0,1319.6,55.0,92.7,735.35,5544.15,22,25.6,35.8,38.6,Zinc,Secondary,Africa,5.85,0.61,88.93
18.85,8.24,1995.5,62.0,69.6,11470.06,2874.27,24,26.7,2.1,71.2,Aluminum,Secondary,Oceania,3.53,0.29,1373.46
14.53,7.03,909.0,66.3,97.3,7647.53,4098.87,4,23.9,37.2,38.9,Iron Ore,Primary,Africa,5.97,0.61,1131.98
12.26,5.44,715.9,83.6,83.3,10785.31,3029.17,3,33.7,24.3,42.0,Iron Ore,Secondary,Asia,5.4,0.58,1301.36
3.75,7.08,807.4,21.5,90.2,486.76,5892.55,6,28.6,15.9,55.5,Lead,Primary,Asia,4.93,0.44,34.81
13.07,11.83,239.1,12.0,63.3,9115.67,11624.64,4,49.3,7.0,43.7,Iron Ore,Primary,North America,4.71,0.56,1150.13
19.82,9.43,1767.7,85.2,67.0,13796.79,4153.82,18,41.3,3.8,54.9,Titanium,Secondary,North America,4.26,0.45,2566.46
4.52,13.5,835.5,15.7,88.8,3099.03,10465.49,6,13.2,2.2,84.6,Titanium,Secondary,Oceania,3.43,0.15,229.07
11.33,7.21,780.7,97.5,60.8,10709.32,1043.83,26,36.3,8.1,55.6,Titanium,Secondary,Oceania,4.04,0.44,1643.49
17.79,9.5,1322.8,84.3,91.0,14800.09,7485.9,5,10.7,1.5,87.8,Lead,Primary,North America,3.34,0.12,2058.38
15.33,9.84,889.6,50.1,60.5,1377.77,3964.01,27,39.1,36.6,24.3,Titanium,Secondary,South America,5.6,0.76,223.6
14.55,9.28,1300.0,98.1,85.0,7239.04,811.26,9,7.4,12.4,80.2,Copper,Primary,Oceania,3.54,0.2,525.48
14.64,10.84,132.3,9.7,73.9,6266.73,4282.71,11,23.7,18.4,57.9,Lead,Secondary,North America,4.32,0.42,1198.45
8.47,4.32,1629.3,30.3,83.2,2919.1,2722.08,6,39.5,41.1,19.4,Zinc,Secondary,Africa,6.53,0.81,417.85
7.28,8.17,1881.6,63.8,86.4,3485.44,1334.06,16,14.0,5.7,80.3,Copper,Secondary,North America,3.58,0.2,617.13
16.57,2.46,1301.0,35.0,73.0,6876.29,2282.47,19,41.9,41.8,16.3,Iron Ore,Secondary,South America,6.38,0.84,598.18
16.58,6.38,1909.6,92.8,64.1,7638.69,789.77,11,32.2,32.0,35.8,Aluminum,Primary,North America,5.13,0.64,1229.16
17.61,7.83,311.4,6.6,62.6,17263.06,7309.35,21,19.9,17.1,63.0,Titanium,Secondary,North America,3.73,0.37,2885.6
18.44,10.13,960.1,54.9,82.4,2474.67,7311.64,15,21.2,5.9,72.9,Zinc,Secondary,Africa,3.83,0.27,271.26
11.2,14.31,1207.6,59.1,79.8,10372.54,5197.77,26,46.3,4.6,49.1,Aluminum,Secondary,Oceania,4.94,0.51,1116.01
11.03,9.41,1167.7,65.3,88.2,5583.66,3963.61,24,10.9,16.8,72.3,Lead,Secondary,Africa,4.03,0.28,830.12
16.37,11.41,808.9,25.6,79.4,10518.63,8600.5,9,34.7,7.0,58.3,Lead,Primary,Africa,4.47,0.42,673.31
13.7,8.09,682.8,36.5,76.1,11489.83,5027.11,24,35.4,13.4,51.2,Copper,Primary,North America,4.72,0.49,1842.32
14.64,9.88,262.4,84.4,75.1,5745.32,6798.04,19,46.1,2.6,51.3,Titanium,Secondary,Africa,4.69,0.49,324.23
16.32,1.99,789.6,19.5,61.0,7489.26,835.22,25,35.7,29.8,34.5,Lead,Primary,Asia,5.1,0.66,588.57
18.02,4.56,333.7,82.7,72.8,7911.55,2341.21,19,29.2,7.3,63.5,Copper,Secondary,Europe,4.01,0.36,1183.74
8.08,6.07,1471.4,56.3,97.1,3280.44,6011.57,24,45.1,37.8,17.1,Copper,Primary,Europe,7.06,0.83,212.4
8.76,7.61,425.6,76.2,93.2,8140.26,1927.06,26,41.5,10.9,47.6,Steel,Secondary,Africa,5.42,0.52,1593.67
3.69,1.64,126.5,71.4,72.5,3090.31,733.02,9,35.8,39.9,24.3,Zinc,Primary,Oceania,5.96,0.76,557.06
12.41,2.96,1109.2,20.8,82.3,1905.56,968.61,23,1.6,9.5,88.9,Copper,Primary,South America,3.02,0.11,274.3
2.65,4.88,1194.5,56.9,92.2,404.7,3791.06,4,18.7,36.1,45.2,Iron Ore,Primary,Africa,5.51,0.55,69.96
10.38,14.6,1745.1,86.8,76.8,4738.22,11326.86,10,31.6,16.7,51.7,Lead,Primary,Oceania,4.72,0.48,867.74
11.77,5.64,1158.2,43.2,60.7,1691.64,1848.92,9,26.1,29.2,44.7,Copper,Primary,Africa,4.59,0.55,150.42
7.16,7.75,697.5,96.7,62.8,4569.07,986.74,19,16.0,1.9,82.1,Titanium,Secondary,North America,2.78,0.18,810.61
12.63,3.75,1608.0,45.2,79.4,2355.58,228.23,15,7.2,24.8,68.0,Lead,Primary,Oceania,3.98,0.32,186.61
2.55,9.55,1085.2,14.3,96.8,1392.95,4355.54,19,27.6,7.4,65.0,Lead,Secondary,South America,4.65,0.35,156.01
2.67,4.93,167.8,38.9,86.3,151.81,2168.32,2,14.3,24.3,61.4,Iron Ore,Secondary,Africa,4.52,0.39,20.3
16.81,3.9,1136.0,95.2,62.7,5896.39,3856.98,10,11.7,7.1,81.2,Copper,Secondary,Asia,2.82,0.19,926.23
8.48,8.23,1817.0,32.0,67.2,5879.45,4084.65,19,19.9,21.9,58.2,Iron Ore,Secondary,Oceania,4.11,0.42,320.55
4.29,1.08,798.7,86.8,89.3,2187.2,317.09,17,39.3,5.5,55.2,Copper,Secondary,Europe,4.92,0.45,204.67
11.4,1.11,599.7,88.1,92.0,11164.66,995.3,20,24.4,11.0,64.6,Zinc,Secondary,Oceania,4.53,0.35,1577.32
15.86,4.07,295.5,35.0,83.5,13963.12,2102.21,24,10.8,29.8,59.4,Iron Ore,Secondary,Asia,4.54,0.41,1446.65
5.88,1.51,311.4,8.3,84.5,2299.77,935.02,21,5.8,48.8,45.4,Aluminum,Secondary,Asia,5.26,0.55,382.35
13.21,2.51,871.2,72.5,61.1,1231.33,353.62,2,24.9,22.5,52.6,Steel,Secondary,Asia,4.2,0.47,181.93
3.54,5.74,1195.4,31.2,91.5,3020.84,2375.04,19,39.7,34.4,25.9,Iron Ore,Secondary,South America,6.45,0.74,257.26
2.93,12.24,170.4,78.3,90.0,2682.92,11591.43,17,32.6,27.0,40.4,Titanium,Secondary,South America,5.68,0.6,192.87
11.56,9.01,1879.7,44.3,69.8,9590.13,5496.37,18,11.6,24.9,63.5,Steel,Primary,Oceania,3.92,0.36,1384.4
11.73,8.18,1512.7,48.5,86.9,2012.31,3086.12,17,21.8,3.2,75.0,Steel,Secondary,South America,3.86,0.25,236.59
13.47,5.11,1177.4,77.8,68.2,13443.32,3292.8,2,42.8,7.2,50.0,Copper,Secondary,Europe,4.55,0.5,1012.87
15.07,14.04,1658.6,38.2,61.5,4455.52,12845.06,19,8.9,44.2,46.9,Iron Ore,Secondary,North America,4.5,0.53,440.9
19.57,6.56,169.6,44.3,67.6,14442.56,2035.51,1,26.6,20.5,52.9,Zinc,Primary,Oceania,4.38,0.47,1378.64
11.29,2.22,958.9,37.6,66.8,10303.63,1176.29,11,17.8,30.7,51.5,Lead,Primary,Africa,4.43,0.48,682.3
7.81,9.64,1263.9,36.7,72.8,2139.18,9261.69,25,6.2,26.4,67.4,Steel,Secondary,Africa,3.81,0.33,282.45
16.31,2.59,1659.0,52.6,75.9,14888.51,553.68,10,2.5,18.9,78.6,Titanium,Primary,Oceania,3.35,0.21,2449.86
6.87,5.83,1569.1,80.9,79.3,2363.33,4277.36,5,27.8,19.4,52.8,Zinc,Primary,North America,4.74,0.47,322.17
9.9,8.1,561.4,36.2,78.1,9678.17,5133.43,16,1.0,27.8,71.2,Zinc,Secondary,Africa,3.78,0.29,1683.46
3.41,13.24,1882.4,52.4,70.3,1081.64,9210.95,24,5.2,7.1,87.7,Titanium,Secondary,Oceania,2.72,0.12,74.78
2.46,7.91,257.4,67.1,61.1,2351.18,3034.74,5,17.4,19.4,63.2,Lead,Primary,Oceania,3.67,0.37,271.19
19.33,10.83,1751.5,26.9,83.0,1949.77,3770.85,24,2.2,22.3,75.5,Titanium,Primary,Asia,3.72,0.24,275.72
17.05,14.9,1942.2,27.8,75.0,12340.93,10429.99,23,20.0,49.3,30.7,Copper,Secondary,Europe,5.72,0.69,1868.42
14.53,2.84,362.5,93.3,71.3,8071.5,723.54,12,6.5,17.6,75.9,Aluminum,Secondary,Africa,3.34,0.24,1245.98
9.36,4.85,1446.9,72.4,92.9,4717.28,2176.06,4,17.5,32.2,50.3,Lead,Secondary,Europe,5.27,0.5,751.67
5.12,6.52,90.2,57.7,88.4,1343.08,1491.55,23,39.6,6.9,53.5,Iron Ore,Secondary,Oceania,4.98,0.46,198.39
4.82,6.91,816.8,64.8,92.6,3471.92,400.02,6,31.3,3.3,65.4,Steel,Secondary,North America,4.51,0.35,222.67
6.5,6.75,1037.4,2.9,78.8,1503.25,6557.99,19,22.3,43.6,34.1,Iron Ore,Secondary,Oceania,5.66,0.66,231.95
11.89,13.71,1165.5,61.8,65.0,6839.12,6308.22,9,4.6,36.5,58.9,Zinc,Primary,Africa,4.0,0.41,1085.49
14.86,11.0,1872.5,51.0,86.5,4318.06,10679.7,12,31.0,15.9,53.1,Steel,Secondary,Europe,4.94,0.47,859.39
13.88,9.51,1347.8,54.6,67.8,13294.82,1743.25,26,8.2,25.2,66.6,Lead,Secondary,Asia,3.7,0.33,2047.46
7.04,5.33,967.7,35.9,76.8,543.49,3240.63,15,3.8,6.8,89.4,Copper,Primary,Asia,2.83,0.11,83.17
19.19,12.53,1621.3,8.1,62.5,4600.65,3018.79,16,33.2,35.4,31.4,Iron Ore,Secondary,Oceania,5.3,0.69,585.3
15.28,14.37,1901.6,19.3,91.4,4281.38,11504.2,13,45.6,3.5,50.9,Copper,Secondary,North America,5.2,0.49,771.46
11.98,12.5,53.9,95.1,64.8,5311.51,9931.47,25,23.0,37.9,39.1,Copper,Primary,South America,4.99,0.61,1059.78
13.01,1.02,1965.2,40.9,94.3,3526.93,160.12,21,2.0,27.3,70.7,Lead,Primary,Africa,4.29,0.29,588.49
9.55,9.91,181.4,46.7,92.8,4935.26,9082.13,24,44.0,13.9,42.1,Iron Ore,Secondary,Oceania,5.68,0.58,700.19
6.46,1.72,1630.6,5.3,77.7,5677.32,404.02,7,3.3,43.1,53.6,Iron Ore,Primary,Asia,4.65,0.46,351.1
8.41,4.61,567.9,3.8,88.3,6109.53,2915.03,25,43.4,49.3,7.3,Lead,Secondary,Asia,7.28,0.93,971.48
15.64,1.83,273.0,71.7,83.5,9399.08,1805.02,23,19.6,12.7,67.7,Lead,Secondary,North America,4.12,0.32,1468.93
2.26,9.45,885.3,53.8,90.5,304.09,8394.21,20,18.3,40.3,41.4,Steel,Primary,Asia,5.64,0.59,50.58
4.09,10.61,1291.5,50.9,76.4,2901.01,10172.19,4,27.1,37.5,35.4,Zinc,Secondary,Africa,5.52,0.65,199.25
2.83,2.6,768.1,24.3,89.9,588.9,976.22,11,47.9,37.4,14.7,Zinc,Secondary,North America,6.96,0.85,87.19
2.73,6.37,118.6,74.5,77.6,2175.94,957.39,8,44.9,47.9,7.2,Lead,Secondary,Europe,6.97,0.93,205.32
17.4,7.39,1202.9,16.8,95.8,5003.44,1691.79,6,23.5,24.3,52.2,Titanium,Secondary,North America,5.26,0.48,820.77
14.67,6.17,1805.8,19.0,78.5,6545.7,3242.15,25,34.8,33.7,31.5,Copper,Primary,Africa,5.78,0.68,563.3
10.54,2.69,772.6,46.1,77.6,4036.26,2161.6,10,29.0,41.2,29.8,Zinc,Primary,Africa,5.84,0.7,615.92
3.76,6.87,440.5,28.6,89.8,3255.68,1323.48,7,34.7,24.0,41.3,Aluminum,Secondary,Europe,5.63,0.59,306.84
10.85,11.52,890.7,24.7,91.2,1846.86,7796.1,7,41.5,24.1,34.4,Lead,Secondary,Oceania,6.02,0.66,94.83
10.52,1.99,106.2,64.5,81.1,6179.05,711.22,4,1.7,15.9,82.4,Lead,Secondary,North America,3.31,0.18,895.99
5.12,2.12,1642.8,65.1,66.8,946.99,793.18,3,16.3,39.0,44.7,Steel,Secondary,Africa,4.77,0.55,63.44
9.81,5.97,1654.4,82.5,77.8,7058.84,4052.57,24,48.0,34.3,17.7,Lead,Secondary,Africa,6.45,0.82,1051.02
9.17,14.18,1180.1,41.8,96.8,8343.09,6999.95,7,47.5,22.6,29.9,Steel,Primary,Europe,6.41,0.7,1575.52
13.09,10.36,712.7,7.3,88.6,6059.06,8510.03,4,0.6,21.0,78.4,Titanium,Primary,South America,3.74,0.22,1183.86
13.43,10.5,1601.6,27.4,90.8,6898.83,2080.29,13,10.1,3.6,86.3,Titanium,Primary,North America,3.41,0.14,589.08
2.82,6.07,1113.8,98.0,61.2,2625.57,4858.74,20,49.7,0.3,50.0,Lead,Secondary,Africa,4.34,0.5,449.99
8.74,9.31,1653.6,59.6,77.8,4762.79,1033.63,17,24.6,26.4,49.0,Copper,Secondary,Asia,4.88,0.51,490.72
13.27,1.14,1266.6,71.0,84.6,6810.41,267.16,27,28.6,20.9,50.5,Steel,Secondary,Europe,5.01,0.5,1260.39
11.06,9.91,1571.0,0.7,91.5,6629.5,6672.82,7,8.3,39.8,51.9,Steel,Primary,South America,5.15,0.48,1114.57
17.42,13.79,1201.1,51.8,61.9,12277.06,11889.45,17,44.7,27.1,28.2,Aluminum,Secondary,South America,5.45,0.72,749.98
13.86,9.58,834.1,3.8,92.4,2100.33,2778.64,26,11.6,46.8,41.6,Copper,Primary,Europe,5.69,0.58,233.28
4.93,13.23,1916.3,56.9,80.8,4092.17,4773.81,26,9.5,9.8,80.7,Copper,Secondary,South America,3.39,0.19,411.66
3.27,11.14,1086.8,92.1,67.5,1516.4,6241.35,4,11.4,49.5,39.1,Zinc,Secondary,Africa,5.07,0.61,254.42
13.56,2.69,1214.1,96.8,72.1,1609.99,675.17,11,46.0,14.9,39.1,Titanium,Secondary,South America,5.21,0.61,179.58
2.48,13.63,448.8,54.1,70.7,1976.25,11184.76,3,35.1,32.1,32.8,Zinc,Secondary,North America,5.48,0.67,301.75
12.54,1.93,1255.0,45.8,80.2,5117.61,1514.96,11,38.4,25.1,36.5,Copper,Primary,Asia,5.58,0.64,718.33
18.92,8.48,1147.5,94.5,62.0,2750.01,1594.47,3,18.9,18.0,63.1,Lead,Secondary,Africa,3.7,0.37,539.95
12.36,2.99,377.8,67.4,66.0,8059.83,1467.01,12,45.5,7.0,47.5,Aluminum,Secondary,Europe,4.61,0.52,1536.75
8.99,1.16,128.6,6.5,90.9,7966.26,911.86,1,39.5,6.7,53.8,Lead,Primary,Asia,5.04,0.46,909.39
13.58,6.91,1212.7,46.6,65.0,12131.91,2559.9,4,37.5,35.6,26.9,Lead,Primary,Oceania,5.6,0.73,1923.35
10.25,5.13,1529.7,24.0,68.9,9837.75,3341.95,14,48.5,18.9,32.6,Copper,Primary,Africa,5.44,0.67,1715.89
11.82,7.8,1051.6,47.0,77.2,10334.46,762.08,1,18.3,48.1,33.6,Zinc,Secondary,Asia,5.64,0.66,1910.15
18.95,9.08,461.3,45.5,79.7,986.04,5704.55,14,30.5,16.3,53.2,Iron Ore,Secondary,South America,4.73,0.47,59.38
8.95,1.61,1336.4,58.2,89.0,3680.5,313.98,13,45.5,49.2,5.3,Lead,Secondary,Oceania,7.41,0.95,350.8
19.3,2.72,169.4,35.7,77.0,15972.98,2282.23,13,39.5,10.3,50.2,Lead,Secondary,Europe,4.8,0.5,1565.9
18.3,8.82,889.2,16.4,90.0,7282.31,3419.31,24,28.2,5.1,66.7,Iron Ore,Primary,Europe,4.36,0.33,838.68
5.52,5.8,335.1,50.4,83.5,3430.52,1841.36,15,3.8,15.6,80.6,Aluminum,Primary,North America,3.48,0.19,258.63
3.25,11.21,377.1,83.0,64.3,2034.5,9515.55,17,32.6,44.3,23.1,Titanium,Primary,South America,5.77,0.77,253.15
3.81,10.13,412.6,66.4,65.9,1511.71,989.06,12,26.3,26.1,47.6,Steel,Primary,North America,4.6,0.52,225.97
2.33,12.84,779.5,33.8,76.6,2118.55,5479.83,22,9.2,6.8,84.0,Copper,Primary,North America,3.1,0.16,263.98
3.7,10.69,111.8,93.6,75.1,1953.85,4292.07,23,44.1,10.1,45.8,Zinc,Secondary,South America,4.96,0.54,292.82
14.29,7.02,801.6,91.2,88.3,7024.18,2250.33,26,17.2,15.6,67.2,Titanium,Secondary,Africa,4.29,0.33,421.21
3.28,10.42,1028.3,20.9,82.1,3272.25,9546.46,14,19.4,29.5,51.1,Zinc,Secondary,Oceania,4.91,0.49,593.58
7.74,4.86,971.8,3.9,74.7,4015.71,3710.04,12,33.6,16.6,49.8,Titanium,Primary,North America,4.75,0.5,766.44
17.21,5.29,771.7,74.1,66.5,3777.22,585.75,18,24.4,37.4,38.2,Copper,Primary,Asia,5.08,0.62,538.96
2.42,12.05,1679.9,82.8,68.6,1300.55,8783.88,4,4.5,30.8,64.7,Steel,Secondary,Oceania,3.82,0.35,236.97
16.66,7.25,299.2,96.8,81.9,13716.44,3994.27,27,19.4,43.7,36.9,Copper,Secondary,Africa,5.61,0.63,956.27
7.07,12.18,1016.3,89.0,76.1,5571.28,11032.94,14,4.7,25.0,70.3,Steel,Secondary,South America,3.77,0.3,944.99
4.13,12.51,133.5,60.1,79.6,3300.5,4344.7,19,9.5,16.6,73.9,Zinc,Secondary,Europe,3.69,0.26,224.01
14.54,13.01,151.6,53.0,66.5,10506.93,7746.86,29,0.4,49.8,49.8,Aluminum,Secondary,Africa,4.51,0.5,1168.39
13.32,13.83,1152.0,2.8,85.2,3882.87,7270.67,13,9.1,17.8,73.1,Steel,Secondary,North America,3.9,0.27,382.75
17.79,7.03,1136.4,24.7,92.4,15459.15,3621.03,25,16.5,21.4,62.1,Titanium,Primary,Asia,4.67,0.38,2130.87
15.23,5.46,1757.3,46.0,69.8,13688.29,2638.82,23,26.9,40.5,32.6,Aluminum,Secondary,Oceania,5.46,0.67,1303.5
16.46,9.15,1120.2,62.9,78.7,3858.97,2244.93,18,46.0,4.4,49.6,Zinc,Primary,South America,4.88,0.5,561.85
7.08,6.2,1920.0,55.7,97.1,1231.44,4761.13,11,27.0,19.3,53.7,Iron Ore,Secondary,Europe,5.23,0.46,129.43
5.19,9.42,106.9,74.3,72.7,5069.72,4510.01,28,35.3,4.3,60.4,Aluminum,Primary,Oceania,4.16,0.4,908.08
15.51,10.88,205.0,28.0,82.6,13569.82,10451.22,6,17.9,7.0,75.1,Steel,Primary,Asia,3.72,0.25,1968.74
16.52,10.64,97.7,56.5,63.4,14844.45,3168.25,9,37.6,0.2,62.2,Aluminum,Primary,Europe,3.79,0.38,1221.62
19.83,6.24,378.7,8.8,83.0,17689.5,4359.31,12,31.0,0.5,68.5,Zinc,Secondary,South America,4.06,0.32,1776.37
9.43,3.34,1087.1,41.4,63.4,5324.2,3151.9,19,23.0,19.0,58.0,Aluminum,Secondary,Oceania,4.0,0.42,942.99
8.7,7.03,1294.7,75.0,96.5,5777.51,4782.41,14,9.7,40.5,49.8,Zinc,Secondary,Africa,5.4,0.5,623.81
15.98,3.0,100.7,69.3,87.2,9078.15,2633.13,15,15.2,29.4,55.4,Iron Ore,Secondary,North America,4.85,0.45,1183.52
